0,1.9063638e+00,2  
1,3.9909753e-03,0  
2,1.2481065e-02,0  
3,5.4931508e-02,0  
4,6.3421597e-02,0  
5,7.6156726e-02,0  
6,9.3136903e-02,0  
7,1.0162700e-01,0  
8,9.3136903e-02,0  
9,7.1911689e-02,0  
10,9.7381950e-02,0  
11,5.4931508e-02,0  
12,6.3421597e-02,0  
13,4.2196375e-02,0  
14,-2.5406841e-04,0  
15,-8.7441568e-03,0  
16,8.2360200e-03,0  
17,-2.1479290e-02,0  
18,-2.1479290e-02,0  
19,-2.5724335e-02,0  
20,-3.4214423e-02,0  
21,-4.2704512e-02,0  
22,-4.2704512e-02,0  
23,-3.4214423e-02,0  
24,-3.4214423e-02,0  
25,-5.9684689e-02,0  
26,-4.2704512e-02,0  
27,-4.2704512e-02,0  
28,-4.2704512e-02,0  
29,-6.3929734e-02,0  
30,-3.8459468e-02,0  
31,-4.6949556e-02,0  
32,-4.2704512e-02,0  
33,-5.5439645e-02,0  
34,-2.5406841e-04,0  
35,7.6156726e-02,0  
36,1.1011708e-01,0  
37,1.6954770e-01,0  
38,1.7803780e-01,0  
39,2.3746841e-01,0  
40,2.5216198e-02,0  
41,-7.6664867e-02,0  
42,-1.5732071e-01,0  
43,-2.0401620e-01,0  
44,-1.5307567e-01,0  
45,-2.0826124e-01,0  
46,-1.9977115e-01,0  
47,-2.1675133e-01,0  
48,-1.9552611e-01,0  
49,-2.1250629e-01,0  
50,-1.9552611e-01,0  
51,-1.7430089e-01,0  
52,-1.7005584e-01,0  
53,-1.5732071e-01,0  
54,4.1576028e-01,0  
55,1.9906718e+00,0  
56,1.2392989e+00,0  
57,-1.8595835e+00,0  
58,-5.3490100e+00,0  
59,-6.1173630e+00,0  
60,-4.0033309e+00,0  
61,-2.3520086e+00,0  
62,-1.0402900e+00,0  
63,-4.5871886e-01,0  
64,-2.3797655e-01,0  
65,-1.4458557e-01,0  
66,-6.8174779e-02,0  
67,-2.5724335e-02,0  
68,-8.7441568e-03,0  
69,4.6441419e-02,0  
70,7.6156726e-02,0  
71,1.4832248e-01,0  
72,2.0350806e-01,0  
73,2.7567381e-01,0  
74,3.6057470e-01,0  
75,4.8368099e-01,0  
76,5.9829718e-01,0  
77,8.0630436e-01,0  
78,1.1077025e+00,0  
79,1.3836304e+00,0  
80,1.6595582e+00,0  
81,1.8972807e+00,0  
82,2.0713276e+00,0  
83,2.1350033e+00,0  
84,2.1732087e+00,0  
85,1.9185060e+00,0  
86,1.5024916e+00,0  
87,1.0143115e+00,0  
88,6.0678727e-01,0  
89,3.5208461e-01,0  
90,1.5681257e-01,0  
91,5.9176552e-02,0  
92,1.2481065e-02,0  
93,-3.4214423e-02,0  
94,-7.2419822e-02,0  
95,-6.8174779e-02,0  
96,-7.2419822e-02,0  
97,-6.8174779e-02,0  
98,-2.9969379e-02,0  
99,-1.2989201e-02,0  
100,-2.5406841e-04,0  
101,2.5216198e-02,0  
102,-2.5406841e-04,0  
103,2.0971153e-02,0  
104,1.2481065e-02,0  
105,1.6726108e-02,0  
106,-2.5724335e-02,0  
107,-8.7441568e-03,0  
108,-2.9969379e-02,0  
109,-5.5439645e-02,0  
110,-9.7890088e-02,0  
111,-8.9400000e-02,0  
112,-8.0909912e-02,0  
113,-1.0638018e-01,0  
114,-1.3185044e-01,0  
115,-1.3185044e-01,0  
116,-1.4458557e-01,0  
117,-1.7430089e-01,0  
118,-1.7005584e-01,0  
119,-1.7854594e-01,0  
120,-1.4883062e-01,0  
121,-1.5732071e-01,0  
122,-1.4458557e-01,0  
123,-1.7005584e-01,0  
124,-1.9977115e-01,0  
125,-1.9552611e-01,0  
126,-1.8279097e-01,0  
127,-1.9128107e-01,0  
128,-1.7430089e-01,0  
129,-1.7005584e-01,0  
130,-9.7890088e-02,0  
131,-1.2989201e-02,0  
132,1.2481065e-02,0  
133,3.9909753e-03,0  
134,5.9176552e-02,0  
135,-6.8174779e-02,0  
136,-2.8124410e-02,2  
137,-3.3335472e-02,0  
138,-2.2913348e-02,0  
139,-6.4601847e-02,0  
140,-5.4179722e-02,0  
141,-8.0235035e-02,0  
142,-9.0657159e-02,0  
143,-1.2713460e-01,0  
144,-1.0107929e-01,0  
145,-1.0107929e-01,0  
146,-1.3234566e-01,0  
147,-1.4797885e-01,0  
148,-1.1671248e-01,0  
149,-1.4797885e-01,0  
150,-1.4797885e-01,0  
151,-1.3234566e-01,0  
152,-1.2192354e-01,0  
153,-1.2713460e-01,0  
154,-1.2713460e-01,0  
155,-1.3234566e-01,0  
156,-1.2713460e-01,0  
157,-1.3234566e-01,0  
158,-1.4797885e-01,0  
159,-1.4276779e-01,0  
160,-1.3234566e-01,0  
161,-1.3234566e-01,0  
162,-1.2192354e-01,0  
163,-1.2192354e-01,0  
164,-3.8546535e-02,0  
165,4.4830465e-02,0  
166,1.3341852e-01,0  
167,1.5426277e-01,0  
168,2.0116234e-01,0  
169,2.9496147e-01,0  
170,1.0215215e-01,0  
171,-8.0235035e-02,0  
172,-1.4797885e-01,0  
173,-2.1051160e-01,0  
174,-1.9487841e-01,0  
175,-2.4177797e-01,0  
176,-2.3135585e-01,0  
177,-2.4698903e-01,0  
178,-2.1572266e-01,0  
179,-2.2093372e-01,0  
180,-1.8445629e-01,0  
181,-1.6882310e-01,0  
182,-1.1671248e-01,0  
183,-1.3234566e-01,0  
184,5.2945928e-01,0  
185,2.4836078e+00,0  
186,3.5466644e+00,0  
187,1.2820746e-01,0  
188,-4.7910355e+00,0  
189,-6.5263194e+00,0  
190,-4.6451258e+00,0  
191,-2.8212539e+00,0  
192,-1.2214577e+00,0  
193,-5.0233110e-01,0  
194,-2.9388859e-01,0  
195,-1.7403416e-01,0  
196,-1.0629035e-01,0  
197,-4.8968660e-02,0  
198,3.1419653e-03,0  
199,1.3564090e-02,0  
